Tweet	subtask_a	subtask_b	subtask_c
 100 words is the best way to stop them is to ignore the heavy-handed people	Offensive	UNT	NULL
 Dalabhadri say what junk sad yet	Offensive	UNT	NULL
 Mahanta, who? S like Michael fib ... Sit Rao	Offensive	UNT	NULL
 Kamalabaine boca Watts hurry and not some old panata ... twelve hours after finishing the sappatha President's Rule of Law A ...	Offensive	TIN	IND
 If gdp down andabhakta says that Seth is not responsible, but if he's gdp grew Goats sujeparyanta that is danced.	Offensive	TIN	GRP
 The BJP's Ram Kadam did not speak, but behavior was wrong .. And what Mutlu Ajit Dada mouth ... ...	Offensive	TIN	IND
 Bhadavya ...... If this is your father speaking out of your mayala hepaluna true account ... do not you ...	Offensive	TIN	IND
 U-turn now, Sharad Pawar also killed and their lovers mhananara comu boss of the B team of BJP and they are ????	Offensive	UNT	NULL
 Although he will remove it along to someone's 4sevati? The people that have bhikaracota along the Maratha ...	Offensive	TIN	GRP
 There are a lot of churchy ... Please ignore you badabadatata which they were at the mouth murkhanna	Offensive	UNT	NULL
 . The ruling government's legislators were not a threat came to pass soundly line. And where were you? Moog swallowed Shape ...	Offensive	TIN	GRP
 They do not teach us bhadavya. The baby can practice and speak to the police commissioner and mahapalika coming ...	Offensive	TIN	IND
 Bhikaracota Marathi media	Offensive	TIN 	GRP
 Bread inch cocks of yours and Bata jhavaya	Offensive	TIN	IND
 Oh man, heavy-handed government privatized the company's further understand your salary government employees works ...	Offensive	UNT	NULL
 The last foot is not bound to use some of the boca	Offensive	UNT	NULL
 Bhadavya judge who would not lick the back of your father. He was always against the Maratha reservation ...	Offensive	TIN	IND
 Oh, let me tell you about the history of stupid ... Do not f ... Today BJP Maharashtra which is the wine ...	Offensive	UNT	NULL
 Congress paksatala a heavy-handed Sachin Sawant tells Sandeep Singh was close to the BJP. A fool does not know that much police ... 7	Offensive	TIN	IND
 Dalindara party and its activists are still bhikaracota if you give more than you value paksapremala reservation Un Un ... samahita	Offensive	TIN 	GRP
 But your mother is not purely professional widow DOUBLE ...	Offensive	TIN	IND
 dont blame lockdown where you do upatalam the previous year.	Offensive	UNT	NULL
 Maharashtra has the largest whom pornahaba Goswami said the other day that was to eradicate pull it all .. it is the first time the request of Love ...	Offensive	TIN	IND
 You comya in dense and new serial in bigabosa were yedaca in reggae. Bang the hell are you going to be the same image of Shiva put tape.	Offensive	TIN	IND
 You can take two aikavelela great herlead and you will be able to put your ass Ass aheinnjame broken tell me that Mr. heels.	Offensive	TIN	IND
 Himachal madhica Ass Take kill Kangana widow. Here's your mother, Zoe ...	Offensive	TIN	IND
 But now the government has been stepped down dalabhadri recruitment wake	Offensive	UNT	NULL
 Since getting beds .... ?? The center has been set up to play with the goats all Jumbo? from	Offensive	TIN	GRP
 Aighalya wheels of bavajino 5 year phadana 20 ...	Offensive	TIN	IND
 Work From Home in ophisavale like Michael 's life, but much work that out yourself ... but do not have time to watch the wedding ... no luck ....	Offensive	UNT	NULL
 there are heavy-handed	Offensive	UNT	NULL
 Happy dalabhadri all national sarvavikri new moons.	Offensive	TIN	GRP
 Watch the news before making f s people like your retarded devotees ...	Offensive	UNT	NULL
 Oh, and also goes civasena good things for small kids than TV serial TV serial will be your lawful today, oh ...	Offensive	TIN	GRP
 Oh .... stupid reasons by the Mayor ...	Offensive	UNT	NULL
 When you said you did not understand the question you are asking to return to your common sense bjp slow devotee's fling message Forward is karanyaitakica photo	Offensive	TIN	GRP
 Close sene komataravam of the Son and of the goats colanam Peng now ... a little bit ...	Offensive	TIN	GRP
 If a business does not dhakalato of small 🤣 do now Why not accept the other in the name of the soldier is slow civa soldiers 🤣	Offensive	UNT	NULL
 Rao's what it feels like, what Goats playing kopahapuraca klekatara. Having ...	Offensive	TIN	IND
 What is said is that ukhandana pull up and take it into ukhaduna basam say now bombalata. This is the state where heat may download ...	Offensive	UNT	NULL
 Uddhav's forehead Goats have been. As bayonet bayakasarakha home away from ...	Offensive	TIN	IND
 Destruction and has been the best cm. Monkey vakadyane if Messi. We vote in army ... 19	Offensive	UNT	NULL
 The higher prices do not mean a woman is ambiguous overloadings dalabhadri ... Government ... Sharad Pawar gave advice ...	Offensive	UNT	NULL
 Sushant Bihar, Himachal Pradesh .. Ria Bangalore Kangana and comment in Maharashtra Maharashtra .. Start where gun into my 🤣🤣🤣	Offensive	UNT	NULL
 Hello seeing the ad so that your advertising is tiresome to ...	Offensive	UNT	NULL
 Oh, this is stupid, but students were told several months .. you have to let the current Bay	Offensive	UNT	NULL
 Though Ram Kadam wrong word, but do not miss the BJP and Ajit Dada behavior where devotees were leaving the edge of the mouth. ...	Offensive	TIN	IND
 Oh, that is not needed at bijepi of chicks from bhikaracota Kangana Ranaut to hakala ray of my state ...	Offensive	TIN	IND
 What hast aijhavadya?	Offensive	TIN	IND
 If bhikaracota is the largest Marathi kupatrakarita and is then cleaned the toilet very sad to Australia	Offensive	TIN	GRP
 There are a few thoughts .... dalabhadri sabhyateca going about taking the disguise ..	Offensive	UNT	NULL
 The UP Bihari bhayye most people are impotent .... The people who did not become the king of the Maharajah Bhaiya ... ..	Offensive	TIN	GRP
 If ash is put in the mouth of the lid jhulya Sanjay sainitajhara .... it all covered.	Offensive	TIN	IND
 You vhayacaya to slow?	Offensive	UNT	NULL
 Gadulace single leader mutanara back through the mouth phadanavisam drink that Sharad Pawar Saheb ... yuga v108	Offensive	TIN	IND
 Sushant Singh Rajput task of cleaning your boca? AB pig	Offensive	TIN	IND
 It is written in the pustakataca Of Wolves polish bhikaracota women do not get equal treatment of women assaulted	Offensive	TIN	GRP
 Bhikaracota if the number is, the higher the free scheme and how it katave people go free 10 generations bhikaracota five hundred rupees	Offensive	TIN	GRP
 I have a lot of herlead I Puchi	Offensive	TIN	GRP
 But it is the people who need to show their location thanks to bhikaracota	Offensive	UNT	NULL
 But they did not like Michael 's ... everything you expect in the middle of the last minute ... is not an option now mulasivaya	Offensive	UNT	NULL
 Some people dalabhadri luck in the India-Pakistan border region ...	Offensive	UNT	NULL
 Look carefully slow brain bhatakhalakara	Offensive	UNT	NULL
 Oh foolish to say karatomala discredit the phadanavisanna for a vadapav give you a month's pay vadapav	Offensive	UNT	NULL
 No where in the New ... Lai hanayaca Bihar is a slow devotees	Offensive	UNT	NULL
 Aighalya still not a face like this nasedi are grown in culture of Marathi my house and ...	Offensive	TIN	IND
 Adding that tolerated my country here in th ... cut	Offensive	UNT	NULL
 Government planning of the zero karabharamule Maratha mouth cut grass, cut the grass to remove ...	Offensive	UNT	NULL
 The man buletavaruna milk bhikaracota up my scepter and the legislator made it hard ghalanarya ratiba bhada ...	Offensive	TIN	IND
 Plugs mouth ... no shit kombuna sitting ...	Offensive	UNT	NULL
 Was of Open boca	Offensive	TIN	IND
 Among which tempted him to be mean to tell lies bhalatya salatya hold thirst worlds thodyabahuta. Vassal Sutta 16 ...	Offensive	TIN	IND
 The Prince will meet c silent slow lavakaraca	Offensive	UNT	NULL
 Dangila put the broom like chords of the art reservation before the people living bhikaracota ...	Offensive	TIN	GRP
 Modi came from increased unemployment. In 2014, we were all collector	Offensive	UNT	NULL
 Dedhaputya couple sitting and playing the goats.	Offensive	TIN	IND
 Why oh egg of your veins tanatoya Ray aighalya arnava the arnava the dog is shy of boats bjp ...	Offensive	TIN	IND
 And if there was a haramakhorici tar pits will be written.	Offensive	UNT	NULL
 The names of the victims before mumbai mother will be written the history of Maharashtra tar pits	Offensive	UNT	NULL
 She was heavy-handed phukala Manali goods woman.	Offensive	TIN	IND
 yz your penguin English ...	Offensive	TIN	IND
 And their loyal supporters elderly really .. .. but believe that it will not speak inside a ...	Offensive	UNT	NULL
 Social media is the otp of colonialism but whose pure folly to expect to become a permanent password.	Offensive	UNT	NULL
 Watch the news before Ray even slow devotee thevaliya making people like you	Offensive	UNT	NULL
 Mean they are dalabhadri	Offensive	UNT	NULL
 .It seems that the language bayalam tondatuna as dukkara of his mouth Th ...	Offensive	TIN	GRP
 Which pikatanya same vikatanya ... which vikatanya same pikatanya ... like Michael 's head of the pikalanya phavadyacam ...	Offensive	UNT	NULL
 Both will be cleared supada vava .... ... let the sugar in your mouth	Offensive	UNT	NULL
 Oh, but Chinese soldiers died ladhaka slow in the brain. And to compare these two things when ...	Offensive	UNT	NULL
 Seth is also the Prime Minister of Nepal to take our goats ana walked beaten ...	Offensive	UNT	NULL
 These are the people dalabhadri	Offensive	UNT	NULL
 Slow brain.	Offensive	UNT	NULL
 If the severance brand character of the word that was bramnda Br + widow .... Most sanjya to the Bo ...	Offensive	TIN	IND
 Hey, if you yedyaho Merchant navy officer who had taken the Indian metropolis of Mumbai and nevhitalya murkhanho ...	Offensive	UNT	NULL
 Some people are dull-witted post blindly without any	Offensive	UNT	NULL
 Jhata not do anything you would not be here either ... when apalanca MO. And taking advantage of the same coins that people become fearless.	Offensive	UNT	NULL
 Eating at the door of Brahman or sramanala mean that he does not know and gives some rage. ...	Offensive	UNT	NULL
 Aighalya .. sannjya Raut her rascal mhnala	Offensive	TIN	IND
 Where is NADALA? Do not let the grandfather as the heavy-handed	Offensive	UNT	NULL
 But if they take a series of heavy-handed?	Offensive	UNT	NULL
 Mumbai: Kangana anti maharastradrohi bevadi traitor. Babar was now coming devotee of dung in the mouth of the ...	Offensive	TIN	IND
 Hey dickhead man of great Vishnu avatar naukarya people who spent handing out the naukarya ...	Offensive	UNT	NULL
 You antics Goats game and thillara .. you jhapadam lavalita rid of the make of the apparent face is shown to make of O ..	Offensive	TIN	IND
 Sarvanasala his car to speak Hindi in Mumbai man ekadivasa dirty habit ... 'And what if she haramakhorici tar pits will be written.	Offensive	UNT	NULL
 Dirt? This heavy-handed words, if you feel that dirt flowers udhalato I am	Offensive	UNT	NULL
 What if you do not shower does not matter Let me jhata you burn the difference was borderline as doing so sad🤣🤣🤣🤣🤣🤣🤣🤣 3 4 Tweet	Offensive	TIN	IND
 La La La La La La La will die ik day La La La La La La La La will motherfucking dead dog's death in the world ...	Offensive	TIN	IND
 Your mother's effervescent black cocks. Widow informative. Your ...	Offensive	TIN	IND
 My dear Mr. Modi herlead herlead you just janajankhya control laws Laia. We left your herlead herlead ...	Offensive	TIN	IND
 Madarasa of years sitting on the mouth hour after application of the rainy season coming off the buzzer without Gutter Cleaning ...	Offensive	TIN	GRP
 We like Michael 's College was one of the two mobile bocyala and paste clips and take on sand ..... Infrared ...	Offensive	TIN	IND
 Cayaca bhosada same thing all the days rajakaranyancyakaya ray revealed that she susantaani jhatujino .... now ...	Offensive	TIN	GRP
 Turvy take you way too motherfuckin Nerkar. Sleep with your mother and sisters are in the village. Bhada ...	Offensive	TIN	IND
w	Offensive	TIN	IND
 Shivaji over 50 years ... ... stupid state bamananni ended. And then there was the Peshwa English 1 ...	Offensive	UNT	NULL
 But today, the same day with paraprantiyanna methinking put the shower ... I still have not been hakala the time. ...	Offensive	UNT	NULL
 After this step while simultaneously accept our culture and cinema in the auction bhikaracota party ...	Offensive	TIN	GRP
 Hitler's party colya TV serial ...	Offensive	TIN	GRP
 Some of the work will not be your herlead Royal and you will be the best hole	Offensive	TIN	IND
 He would never know if evadha had left the party. Blind devotee devotee slow	Offensive	UNT	NULL
 Yes, I want to love someone to teach you comya Ray .. .. dalabhadri Salyan	Offensive	TIN	IND
 About what Pakistan needs to delete aighalya come out here and work here katavya Hindu myth thanks	Offensive	TIN	IND
 We have aighalya bapacica Mumbai. What is Ray bhikarya your worthless?	Offensive	TIN	IND
 What Ray is so big i jhavadya ghoca in the country's civil service system and your people do not represent the people of the country ...	Offensive	TIN	IND
 The Goats are the BJP's colya	Offensive	TIN	IND
 Hey Dad take the non-Marathi people still head. .. ever know what to improve. Mumbai saw some of it to bid, but they do not ...	Offensive	UNT	NULL
 This is due to speak comu spokes stupid like you donahikaduna binadoka	Offensive	UNT	NULL
 Consider a woman before they put the dung of your mouth. A photo of the girl who slippers come sit on the tail of the house, and threatened Don's ...	Offensive	UNT	NULL
 Still do not know what to say, what he experienced some fertility bhikaracota	Offensive	TIN	GRP
 Which is one of the red eye is not to say there are not many know that it is the former naval slow ...	Offensive	UNT	NULL
 Tujaila cekakara was cavalo on her ball, I will tell you where she was the widow	Offensive	TIN	IND
 He went to speak sparsuni slow halavasa Sita's life as vanavasatila call Raghav Shelah ❤️❤️ Grace	Offensive	UNT	NULL
 Negative foil booed him as he was insulted in front of dillipati man now living in Maharashtra State ...	Offensive	UNT	NULL
 The opposition bhikaracota Maharashtra ...	Offensive	UNT	NULL
 Jhata who do not rate you here on Twitter ray. You do your acting short films. Why not go there.? ?	Offensive	UNT	NULL
 Your say on that a little high .. They should play better if I let go .. dalabhadri popcor what I need ...	Offensive	UNT	NULL
 So what dickhead? Sometimes the only solution seems to kacarapattita gelayesa in Delhi, Mumbai ...	Offensive	UNT	NULL
 What the law of your rentals competence bhadavya	Offensive	TIN	IND
 That was not the fool came here begging them to speak, for Marathi people	Offensive	TIN	GRP
 I am Marathi, but not heavy-handed like me, I think tujya all ...	Offensive	UNT	NULL
 Aighalya pains of your ass? Uddhavasaheba as the Chief	Offensive	TIN	IND
 Guy Ray bhadvya you eat broker Sonia ca	Offensive	TIN	IND
 He then kept watch over the people	Offensive	UNT	NULL
 Look, stupid Wagle. Oh foolish Merchant Navy personnel in a navy after retirement nausenetuna ...	Offensive	UNT	NULL
 These are dalabhadri want to teach them common sense. Yes min has complaint. One account, you report him ...	Offensive	UNT	NULL
 According to the information now in the crazy ... the list mandacim in khajapa has revealed .. (not due to the power of slow) 1 ...	Offensive	TIN	GRP
 What's your motherfucking way out bahinica home?	Offensive	TIN	IND
 Who promised to give two million jobs per year dalabhadri all government jobs scheme only brought out from fy2016 ...	Offensive	UNT	NULL
 Who does not know this information is spread by heavy-handed. Every time Raghavendra Swami Math aradhaneka in Bangalore ...	Offensive	UNT	NULL
 Sushant has looked at what this dalabhadri	Offensive	UNT	NULL
 What is not heavy-handed	Offensive	UNT	NULL
 Think about what the government can not stop what they dalabhadri progressive	Offensive	UNT	NULL
 Tujaice jhata LI to speak with the cutting of large jhhale ...	Offensive	TIN	IND
 Abe motherfucker gadadhara our sivajinca this great state nahiha haramakhoca like Bal and Ma ...	Offensive	TIN	IND
 herlead	Offensive	TIN	IND
 in dog	Offensive	TIN	IND
 The upper 10 approved direct reservations center. Reservation Marathas in Maharashtra and canceled. Or Ray bhikaracota. Politics and politicians	Offensive	TIN	GRP
 We Marathi people exrta term vaparna too .... Favorite Jussi Corona farrowed breakfast phasta lavada ...	Offensive	UNT	NULL
 Because it is heavy-handed and continue to support her venom okatoya but are confusing or slow them know sudda	Offensive	UNT	NULL
 The country's defense ... young women who are going to help ... what is God colato Pimp aighalya konanca ...	Offensive	TIN	IND
 in mort	Offensive	TIN	IND
 Und devotee is some limit themselves can not write to the loan taken from the egg devotee of China	Offensive	TIN	GRP
 Goats have a colya	Offensive	TIN	IND
 By LI LI Chu Gurav widow in her jhavadi pulaka man ...	Offensive	TIN	IND
 Pearl sethaca birthday to celebrate the International Day dalabhadri than celebrated as the National Day of the unemployed ...	Offensive	TIN	IND
 The government announced that the protest dalabhadri	Offensive	UNT	NULL
 Do you think Uddhav Thackeray is talking, she has shown competence. The government should give attention to the question of the state. ...	Offensive	UNT	NULL
 That's when the heavy-handed man ashamed to solicit pardon	Offensive	UNT	NULL
 What dalabhadri	Offensive	UNT	NULL
 And do not you check all of them lead to the development of general government was playing Goats ...	Offensive	TIN	GRP
 We have your mother's ass bullyatujhe father aighalya	Offensive	TIN	IND
 But this election has been dalabhadri if the farmer disatatamaharastrata when Putrid onions Hanna	Offensive	UNT	NULL
 Tujai the cakes to his widow was naked like the LI group,	Offensive	TIN	IND
 Journalists who do not have such a heavy-handed in his ..	Offensive	UNT	NULL
 They are the people who dickhead	Offensive	UNT	NULL
 I was Ray's what you bagayela washing boca	Offensive	TIN	IND
 bhikaracota	Offensive	TIN	IND
 And oh competence tuji etc. bhadavya bug dog asks you to speak to the other lane since Gandu	Offensive	TIN	IND
 left discharge	Offensive	UNT	NULL
 Look at yourself in its own name on its own little hell and high Aadhar card. You own a Brahmin. It all d ...	Offensive	UNT	NULL
 You do what Goats khelataya array of opposition leader? In Maharashtra, what's going on? Dictatorship ...	Offensive	TIN	GRP
 Keep aware of this when someone gives you a low lekhatoya example of how dalabhadri mentality ... cock you akhi to put down ...	Offensive	UNT	NULL
 This is just nindanatha Singh. The Constitution says that any of the events. And jhata but not upatata.	Offensive	TIN	IND
 South Loca essence of heavy-handed people think like you ...	Offensive	UNT	NULL
India became independent on August 15, 1947 and then by 2.5 years in the rajyagha India 26 January 1950 ...	not offensive	NULL	NULL
How much air as to his newfound petaliya nkarabai to bite or react. Jorajabaradastine sentence ghusavateya mouth.	not offensive	NULL	NULL
Until 2014, the 5th number in the world economy .... But now campya 5 is on ... ana ...	not offensive	NULL	NULL
Turmeric state correctional process and members of Parliament to determine Hemant Patil headed 'study committee constituted ...	not offensive	NULL	NULL
In 2014 we will see teenagers dream of superpower began to ask for the unemployment allowance in 2020. Such a top disaster evm ...	not offensive	NULL	NULL
Matrix in the skolarasipasaha them access to college in Pune phagryusana getting good marks. Next Pune ...	not offensive	NULL	NULL
Thackeray achieve above mentioned goals are always alert to your man. Today woke up and the blest are some government jobs ur saying ...	not offensive	NULL	NULL
Chief Minister of the Indian .. Although they are not mohapayi they do not go to the opposition position improved Hindi Solving nahiani ...	not offensive	NULL	NULL
At the news mayaci secure LI contamination has been stepped mouth curse of social media, but not so fast .... Respect ...	not offensive	NULL	NULL
So let's start again saw the light I saw the sentence should not just slow the wind a little bit of rain ...	not offensive	NULL	NULL
Sni should be kept the same class value that our mothers and sisters, this is chanapati Shivaji entire Hindu svarajyatila ...	not offensive	NULL	NULL
You know? In the absence of job posts Shantanu better to put it on Twitter throughout the day? Who for our good MEHAN ...	not offensive	NULL	NULL
Tata Tata Projects Limited will construct the country's new parliament's tender was the lowest in almost 3 not worth ...	not offensive	NULL	NULL
Let the sugar in your mouth	not offensive	NULL	NULL
Do you think they know who the enemy now ???	not offensive	NULL	NULL
Learn unlimited calling and data plans in low jio has not airtel to challenge you to what ...	not offensive	NULL	NULL
As credit card debt need to get rid of it as soon pheduna. Because the amount of the loan ie interest you ...	not offensive	NULL	NULL
It was a speech that the party leaders and supporters of the party is the biggest enemy of Marathi identity.	not offensive	NULL	NULL
Marathi Marathi artist says the audience for the film, but not sing in Hindi, Marathi actors in the award show itself every year ...	not offensive	NULL	NULL
Each person has a soul, a beautiful ... ~ ~ ~ Some of insta filters faced some vivo oppo ~	not offensive	NULL	NULL
But if some of our favorite prince on a simple comment khavalata up our blood we cavataluna. But our redoubtable nirvyasani ...	not offensive	NULL	NULL
Life is too easy for you to keep them unnecessarily difficult ...	not offensive	NULL	NULL
Educated man is not necessarily susanskarita ......	not offensive	NULL	NULL
And what is this ?? This is f 2016. I know 2016 to Maharashtra Chief Minister Devendra accountant ...	not offensive	NULL	NULL
Indian Railway Service of roro How do you know?	not offensive	NULL	NULL
After the call from David Thackeray was missing from the house itself. However, as the watchman outside Shiv ...	not offensive	NULL	NULL
Bhosle and charisma to the Bengali Marathi Asmita is stopped hurting, along with Thackeray, leader of the family ...	not offensive	NULL	NULL
After a good home vegetable ... 🇦🇺 wow this is so tasty. Maybe it was just like a home made 🇮🇳 hotel vatataca a vegetable. ...	not offensive	NULL	NULL
And does not the service in other languages ​​Star Sport to revive Marathi.	not offensive	NULL	NULL
Lack of doctors ..	not offensive	NULL	NULL
It was a time the old 2.0 version .. now .. now there is no issue of Mumbai Marathi or something like that .. now ...	not offensive	NULL	NULL
We shall ye Dang ...	not offensive	NULL	NULL
Samajahita glass phodalya the arrest of the activists left the party ticket for whom glasses phodalya exactly the quiet .. Read	not offensive	NULL	NULL
Where remembered not yet seen sinamaga thought nothing of taking the film industry with the movie idea to know English at least pr ...	not offensive	NULL	NULL
You will get the money to increase farmer's stupid export	not offensive	NULL	NULL
Purtatepeksahi legal matters is the hard work that the death malamatteca classification and segmentation. Some of the property ...	not offensive	NULL	NULL
Lai heavy work of most of the Hollywood your language ..	not offensive	NULL	NULL
Dream will discuss phulapankhi on. Note that the same selection of electronic midiyanam common sense mortgage democracy by halving ...	not offensive	NULL	NULL
But the Prime Minister compared the kingdom also responsible for doing a very good job with the state to address ...	not offensive	NULL	NULL
Rakhadaleli teacher from 10 years bharatisiksaka they burn fast movement by degrees ...	not offensive	NULL	NULL
She reached the prison Kangana reached Mumbai ... but gdp and employment where pohacalaya? It does not tell anyone	not offensive	NULL	NULL
Mumbai asthana a big search my sources ...	not offensive	NULL	NULL
Sir moksagundama Visvesvarya (Bharat Ratna) dovisvesvarayya and had received many universities Upadhye D. Litt ...	not offensive	NULL	NULL
Plain and simple	not offensive	NULL	NULL
Pankhavarati Believe Take Flight mad to know that your true worthless aggressive self confidence sky Nangare Patil.	not offensive	NULL	NULL
Marathi bhayya the country and not the national State of the Constitution and read it before tyamale is based on the language ...	not offensive	NULL	NULL
I ask the question, what is the representative? Given think those votes. And the government ...	not offensive	NULL	NULL
. The rate is the rate the fear of fear, where there is love there is faith there is devotion is devotion. Sadgurum on the vacana vs ...	not offensive	NULL	NULL
12 lakh note that if the same happens kothimbirici discussion and production costs amount to nothing, but not out of Agricultural ...	not offensive	NULL	NULL
Corona after the caller tune is the cause of so much money for advertising promotion ... mojanyape ...	not offensive	NULL	NULL
Is .. at irresolution was edited voters still do not believe that political bhumikemuleca .. sorry ...	not offensive	NULL	NULL
Prime Minister Narendra Modi today in the middle of the beneficiaries of the scheme pm svanidhi Street vendors with video konpharansingadva ...	not offensive	NULL	NULL
You were one of my breathing life between two people together to remember the last gumphale houde ekacaksani Harshad Rahul Money potdar ...	not offensive	NULL	NULL
Be careful. After the start of ipl you can forget Sushant Ria Kangana and small Corona. Accurate news ...	not offensive	NULL	NULL
Kangana office JCB executing the Mumbai Municipal Corporation and police administration right. Maharashtra ...	not offensive	NULL	NULL
Learn to start itself from that part out unwanted man. If not yourself, what part of your happiness jyapayi Prague ...	not offensive	NULL	NULL
Also excellent is thy hissyacam candanam yet roofs ever to be sold darkness and the moon lying in the corner by mistake .... As deposit careful ... ..	not offensive	NULL	NULL
Body than mental fatigue and sleep too uncomfortable to sleep is where is the body and the mind thakanla thakalam ...... htt ...	not offensive	NULL	NULL
High Hills for women, but men can not believe it was made for? Read this	not offensive	NULL	NULL
Working From Home By this he invented in 2004 to trade)	not offensive	NULL	NULL
Humor is hard to not get behind it kamavava. photo vhatsaapa	not offensive	NULL	NULL
It sodhatoya girlfriend and I tried to become his lover in me. . Both failed or endless war. . .	not offensive	NULL	NULL
The young age of the Punjab and the appreciation of the game, Cole is a first-class double century to put the record against ...	not offensive	NULL	NULL
Will continue his work in social service fats asacam September 15, 1 9 83	not offensive	NULL	NULL
.. This is the president and his party, who is the factors which have official account ...	not offensive	NULL	NULL
Do you think modayala fingers good fun, but it's bad? Then read exactly	not offensive	NULL	NULL
Would not go up some anayaca some nyayacam .... And when this life is for someone to answer the question .... jagayacam search ...	not offensive	NULL	NULL
Thackeray achieve above mentioned goals are always alert to your man. Today woke up and the blest some are saying no government ...	not offensive	NULL	NULL
It was a police recruitment scam in 2016 in Nanded having necessary to study how it was responsible and the angle angle ...	not offensive	NULL	NULL
The Amazon is the number of Marathi language Tamil ardhica but not in Marathi? For your calculation as the Hindi language.	not offensive	NULL	NULL
Stay Maratha reservation .... agonizing decision ... a society with huge Maratha believe the justice system today ...	not offensive	NULL	NULL
What kunabaddala talking about talking about the sweetness and sings harmony thevaekikade maharajyance ...	not offensive	NULL	NULL
Diedace education and even those who do not have a job ... Teacher's Day wishes	not offensive	NULL	NULL
Although khulale smiles othi not see eye to enjoy it now ... tujhyavina do not think life is not the end but the time and ends ...	not offensive	NULL	NULL
But with all the party leaders like Narendra modinnihi not so all the farmers in 2017 analaca anti-law ...	not offensive	NULL	NULL
Is the arrangement ... .. and just ate vadapav as a kid is quiet ...	not offensive	NULL	NULL
As ugly as nature	not offensive	NULL	NULL
Barabala iteliyana widow	not offensive	NULL	NULL
Oh bhadavya kamgresino tumhi given what the people of Maharashtra? Double laitabila. What happened to the teacher bharaticam?	not offensive	NULL	NULL
Ipl on the early Ray Corona ... it already and now Kangna Sushant Ria ..	not offensive	NULL	NULL
My new business ... Malai aphids sweetness balances the flavor ..	not offensive	NULL	NULL
Five young were found missing from Arunachal in China. Union Kieren Rijiju said tvitadvare Ma ...	not offensive	NULL	NULL
The whole cricket match was really fixed? This is exactly ... Read	not offensive	NULL	NULL
The day ends do not shoulder responsibility craw rusayaca and played right from that day ...	not offensive	NULL	NULL
Or by request to the Education nayaya servants ....	not offensive	NULL	NULL
Maharashtra baelivuda will ever free? If baelivuda will never stood in front of the Maharashtra Marathi sinesrsti now baelivu ...	not offensive	NULL	NULL
Sumitji tell a little bit too Marathi artists	not offensive	NULL	NULL
Savitribai Phule Pune vidyapithasobata other universities MCQs based tests for both offline and online options ...	not offensive	NULL	NULL
I saw it advertised so impressed jhaloya ... tomorrow will go in my office number.	not offensive	NULL	NULL
Although IPL players will miss the match because of a Learn	not offensive	NULL	NULL
Oh, man. We are csk mi rcb here and there bought sponsarsasipa of ipl 2 years, nearly 222 million ...	not offensive	NULL	NULL
Turn 67 padarthancam mother read that an old dish filled up the real thing	not offensive	NULL	NULL
Beautiful face can only attract. But the cost to love beautiful minds f. Wade lavatam beautiful minds. Feel person with beautiful ...	not offensive	NULL	NULL
Jyanala Maharashtra will know exactly what he thinks of their politics. Power E is a very large contribution. Where Power ...	not offensive	NULL	NULL
Today, 41 years ago, was composed in a golden chapter in the history of cinema throne of nimitane. 1 9 7 9 crowned ...	not offensive	NULL	NULL
Office space is illegal todalam ate kanganacam and cavatalaleta salt when Ray duplicate biharyanno. Jay ...	not offensive	NULL	NULL
This happened in Japan in 1930 and is a true event that hachi Dog of the statue area shibuya train station	not offensive	NULL	NULL
1962 China's military and today the major qualitative difference between the Chinese army in the war with India .In 1962, from which it is Mao's little ...	not offensive	NULL	NULL
When the alarm is improved? When it is closed, and the rain bhijuna the speeches consider voting criteria ...	not offensive	NULL	NULL
This is what people are writing come up with something divine gift sabdasabdata feeling full filled here ...	not offensive	NULL	NULL
Dadasaheb Phalke is tyanca name names ... write anything ... I say do not insult the Marathas in Maharashtra ...	not offensive	NULL	NULL
Border Security Force (BSF) in Rajasthan killed with two bullets taskaranna sriganganagarajavala. Ghusakhorankaduna can kill ...	not offensive	NULL	NULL
Will not tolerate language strangle .. will not tolerate the trauma. The Marathi language and Hinduism for two ...	not offensive	NULL	NULL
If you really want to be the BJP's central government to intimidate dangita that Mamata Banerjee's state vineyard sent cbi ...	not offensive	NULL	NULL
Kangana office JCB executing the Mumbai Municipal Corporation and police administration right. Mumbai, Maharashtra ...	not offensive	NULL	NULL
Good person view points than they see themselves failing ..	not offensive	NULL	NULL
Kolhapur Panhala've been a big loss in some areas of tehsil about others resembles pavasanam in the rain for 2 hours ...	not offensive	NULL	NULL
Death .. This term is striving to live when I am in front of the very close. . .	not offensive	NULL	NULL
Who is your favorite?	not offensive	NULL	NULL
India had no relations with Israel to be significant history	not offensive	NULL	NULL
sushant of riya Bihar, Karnataka, Maharashtra and hassle of kangana of Himachal Pradesh	not offensive	NULL	NULL
This dude is brought up to not have been nivadunaca the number 13 or the second year in a row and the last punch ...	not offensive	NULL	NULL
Tata projektsane won the bid to build a new parliament building was Rs 862 crore, Tata projektsaci bid ...	not offensive	NULL	NULL
Easy lies sale. It is because the mind will not be able to buy the truth, but everyone will have to mind ...	not offensive	NULL	NULL
Bhakta O devotee of heavy parali you expend the dreaded tiger devotee of society ... your logical ...	not offensive	NULL	NULL
Punjab border war that killed .He is there throughout the year is reported by the Telegraph, the son here and he ...	not offensive	NULL	NULL
